manf_year,vehicle_name,selling_price,km_driven,fuel_type,seller_type,transmission,owner_type
2012,Toyota Etios Liva VX,269000,70000,Petrol,Individual,Manual,Second Owner
2011,Chevrolet Beat LS,150000,60000,Petrol,Individual,Manual,Third Owner
2017,Hyundai Grand i10 Asta Option,495000,5000,Petrol,Individual,Manual,First Owner
2018,Datsun GO Plus T BSIV,400000,4400,Petrol,Individual,Manual,Second Owner
2019,Mahindra Xylo H4,599000,15000,Diesel,Individual,Manual,Third Owner
2013,Renault Duster 85PS Diesel RxL Optional,421000,45000,Diesel,Individual,Manual,First Owner
2018,Ford EcoSport 1.5 Diesel Trend BSIV,841000,1000,Diesel,Individual,Manual,First Owner
2014,Hyundai i10 Magna 1.1L,295000,38500,Petrol,Individual,Manual,First Owner
2011,Hyundai i10 Sportz,220000,25000,Petrol,Individual,Manual,First Owner
2013,Ford Classic 1.4 Duratorq LXI,250000,35000,Diesel,Individual,Manual,First Owner
2009,Toyota Fortuner 3.0 Diesel,1100000,110000,Diesel,Individual,Manual,Second Owner
2012,Hyundai Verna 1.6 VTVT,300000,40000,Petrol,Individual,Manual,First Owner
2007,Chevrolet Aveo U-VA 1.2,80000,110000,Petrol,Individual,Manual,Second Owner
2013,Chevrolet Beat Diesel LT,215000,20000,Diesel,Individual,Manual,Third Owner
2012,Hyundai EON Magna Plus,245000,14987,Petrol,Dealer,Manual,First Owner
2016,Ford EcoSport 1.5 TDCi Titanium BSIV,650000,25061,Diesel,Dealer,Manual,First Owner
2017,Ford Ecosport 1.5 Diesel Titanium,760000,42494,Diesel,Dealer,Manual,First Owner
2014,Honda Amaze S i-Dtech,395000,44875,Diesel,Dealer,Manual,First Owner
2014,Ford Figo Diesel EXI,280000,89741,Diesel,Dealer,Manual,Second Owner
2016,Honda Jazz 1.5 S i DTEC,495000,65000,Diesel,Dealer,Manual,First Owner
2016,Honda Jazz 1.5 VX i DTEC,525000,35000,Diesel,Dealer,Manual,First Owner
2009,Toyota Innova 2.5 GX 8 STR BSIV,420000,347089,Diesel,Dealer,Manual,First Owner
2010,Tata New Safari DICOR 2.2 VX 4x2,210000,34500,Diesel,Individual,Manual,First Owner
2018,Hyundai i20 Active 1.2 S,650000,30000,Petrol,Individual,Manual,First Owner
2018,BMW 3 Series 320d Luxury Line,2300000,39000,Diesel,Individual,Automatic,First Owner
2019,Ford Freestyle Titanium Plus Diesel BSIV,525000,16000,Diesel,Individual,Manual,First Owner
2015,Mahindra TUV 300 T6 Plus,540000,110000,Diesel,Individual,Manual,First Owner
2017,Mahindra Bolero Power Plus ZLX,750000,29000,Diesel,Individual,Manual,First Owner
2014,Fiat Grande Punto EVO 90HP 1.3 Sport,250000,90000,Diesel,Individual,Manual,First Owner
2018,Hyundai Grand i10 1.2 Kappa Sportz AT,550000,35000,Petrol,Individual,Automatic,First Owner
2015,Volkswagen Vento 1.6 Highline,509999,43000,Petrol,Individual,Manual,Second Owner
2016,Hyundai EON D Lite,275000,25000,Petrol,Individual,Manual,First Owner
2013,Mahindra XUV500 W8 2WD,550000,222252,Diesel,Individual,Manual,First Owner
2013,Fiat Grande Punto Emotion 90Hp,250000,80000,Diesel,Individual,Manual,First Owner
2012,Hyundai Verna 1.6 SX,520000,35000,Diesel,Individual,Manual,First Owner
2011,Toyota Innova 2.5 V Diesel 7-seater,725000,110000,Diesel,Individual,Manual,Third Owner
2014,Honda City i DTEC VX,600000,100000,Diesel,Individual,Manual,First Owner
2013,Volkswagen Vento New Diesel Highline,330000,120000,Diesel,Individual,Manual,Second Owner
2013,Hyundai EON Magna Plus,250000,40000,Petrol,Individual,Manual,Second Owner
2011,Ford Figo Diesel Titanium,150000,120000,Diesel,Individual,Manual,Second Owner
2014,Ford Figo Diesel ZXI,240000,90000,Diesel,Individual,Manual,First Owner
2014,Mahindra Scorpio S10 7 Seater,800000,90000,Diesel,Individual,Manual,First Owner
2015,Hyundai EON LPG Magna Plus,240000,110000,LPG,Individual,Manual,First Owner
2014,Ford Ecosport 1.5 DV5 MT Titanium,600000,87000,Diesel,Individual,Manual,Second Owner
2014,Mahindra Scorpio LX,800000,15000,Diesel,Individual,Manual,First Owner
2015,Hyundai EON 1.0 Kappa Magna Plus,160000,70000,Petrol,Individual,Manual,First Owner
2012,Ford Fiesta Classic 1.6 Duratec CLXI,350000,38000,Petrol,Individual,Manual,First Owner
2011,Honda City 1.5 V MT,300000,64000,Petrol,Individual,Manual,Second Owner
2015,Tata Sumo Gold EX BSIII,399000,55250,Diesel,Individual,Manual,First Owner
2011,Mahindra Bolero DI,300000,110000,Diesel,Individual,Manual,First Owner
2010,Chevrolet Cruze LTZ,320000,60000,Diesel,Individual,Manual,Third Owner
2018,Tata Hexa XM,1280000,17000,Diesel,Individual,Manual,First Owner
2017,Renault KWID 1.0 RXT Optional,300000,13000,Petrol,Individual,Manual,Second Owner
2016,Nissan Terrano XL Plus ICC WT20 SE,1000000,60000,Diesel,Individual,Manual,First Owner
2012,Mitsubishi Pajero Sport 4X4,1090000,120000,Diesel,Individual,Manual,Second Owner
2012,Tata New Safari DICOR 2.2 GX 4x2 BS IV,450000,97000,Diesel,Individual,Manual,Second Owner
2007,Tata Indica GLS BS IV,60000,130000,Petrol,Individual,Manual,Second Owner
2012,Tata Indigo CR4,200000,120000,Diesel,Individual,Manual,Second Owner
2015,Ford Ecosport 1.5 DV5 MT Titanium,650000,68000,Diesel,Individual,Manual,First Owner
2012,Hyundai Accent Executive CNG,185000,67000,CNG,Dealer,Manual,Second Owner
2016,Renault KWID RXE,300000,20000,Petrol,Individual,Manual,First Owner
2018,Hyundai Creta 1.6 E Plus,850000,12500,Petrol,Individual,Manual,First Owner
2019,Ford Figo 1.2P Titanium MT,600000,25000,Petrol,Individual,Manual,First Owner
2013,Toyota Innova 2.5 G (Diesel) 7 Seater,700000,70000,Diesel,Individual,Manual,Second Owner
2010,Toyota Fortuner 3.0 Diesel,1250000,205000,Diesel,Individual,Manual,Second Owner
2008,Audi A6 2.8 FSI,650000,70000,Petrol,Individual,Automatic,Third Owner
2018,Hyundai Xcent 1.2 CRDi S,450000,70000,Diesel,Individual,Manual,Second Owner
2014,Mahindra XUV500 W8 2WD,750000,100000,Diesel,Individual,Manual,Second Owner
2013,Toyota Innova 2.5 G (Diesel) 7 Seater,775000,70000,Diesel,Individual,Manual,Second Owner
2011,Hyundai Santa Fe 4X4,800000,220000,Diesel,Individual,Manual,First Owner
2015,Honda Amaze E i-Vtech,360000,80000,Petrol,Individual,Manual,Second Owner
2010,Toyota Corolla Altis Diesel D4DG,250000,120000,Diesel,Individual,Manual,First Owner
2017,Jeep Compass 2.0 Longitude Option BSIV,1490000,22038,Diesel,Individual,Manual,First Owner
2013,Nissan Terrano XL 110 PS,600000,80000,Diesel,Individual,Manual,First Owner
2012,Tata New Safari DICOR 2.2 EX 4x2,320000,140000,Diesel,Individual,Manual,Second Owner
2011,Mahindra Thar 4X2,400000,120000,Diesel,Individual,Manual,Second Owner
2011,Chevrolet Beat Diesel LT,130000,80000,Diesel,Individual,Manual,Second Owner
2012,Tata Indica Vista Aura Plus 1.3 Quadrajet,200000,90000,Diesel,Individual,Manual,Second Owner
2012,Toyota Innova 2.5 G1 BSIV,950000,80000,Diesel,Individual,Manual,First Owner
2019,Mahindra XUV500 W7 BSIV,1400000,10000,Diesel,Individual,Manual,First Owner
2017,Hyundai i20 1.2 Asta Option,620000,65000,Petrol,Individual,Manual,First Owner
2012,Toyota Innova 2.5 GX 8 STR BSIV,449000,90000,Diesel,Individual,Manual,First Owner
2018,Hyundai Grand i10 1.2 Kappa Sportz BSIV,600000,2500,Petrol,Individual,Manual,First Owner
2016,Honda Amaze VX i-DTEC,700000,35000,Diesel,Individual,Manual,First Owner
2012,Chevrolet Beat Diesel LT,250000,40000,Diesel,Individual,Manual,First Owner
2013,Skoda Superb Ambition 2.0 TDI CR AT,675000,88000,Diesel,Dealer,Automatic,First Owner
2015,Nissan Terrano XL Plus 85 PS,530000,55000,Diesel,Dealer,Manual,First Owner
2014,Chevrolet Enjoy TCDi LT 7 Seater,325000,71014,Diesel,Dealer,Manual,First Owner
2015,Renault Scala Diesel RxL,370000,60000,Diesel,Dealer,Manual,First Owner
2014,Skoda Rapid 1.5 TDI Ambition,360000,70000,Diesel,Individual,Manual,First Owner
2012,Skoda Superb LK 1.8 TSI AT,650000,60000,Petrol,Dealer,Automatic,First Owner
2012,Ford Fiesta 1.5 TDCi Titanium,199000,92000,Diesel,Dealer,Manual,Third Owner
2014,Mahindra Quanto C6,285000,89126,Diesel,Individual,Manual,First Owner
2009,Volkswagen Jetta 1.9 TDI Comfortline DSG,260000,134000,Diesel,Individual,Automatic,First Owner
2016,Hyundai Grand i10 1.2 CRDi Magna,425000,42500,Diesel,Dealer,Manual,First Owner
2012,Chevrolet Cruze LTZ AT,490000,42000,Diesel,Dealer,Automatic,First Owner
2015,Mahindra XUV500 AT W8 FWD,750000,70000,Diesel,Individual,Automatic,Second Owner
2004,Honda City 1.5 EXI,125000,110000,Petrol,Individual,Manual,Third Owner
2014,Fiat Linea 1.3 Emotion,221000,131365,Diesel,Individual,Manual,First Owner
2016,Volkswagen Vento 1.5 TDI Highline AT,724000,48980,Diesel,Dealer,Automatic,First Owner
2014,Honda Amaze VX AT i-Vtech,440000,46000,Petrol,Dealer,Automatic,First Owner
2009,Chevrolet Spark 1.0 LS,70000,60000,Petrol,Individual,Manual,Third Owner
2017,Hyundai i20 1.2 Asta Option,640000,37000,Petrol,Individual,Manual,First Owner
2009,Hyundai Santro Xing GLS,120000,70000,Petrol,Individual,Manual,Fourth & Above Owner
2012,Chevrolet Beat Diesel LT,126000,98900,Diesel,Individual,Manual,Third Owner
2012,Chevrolet Beat Diesel LT,120000,125000,Diesel,Individual,Manual,First Owner
2017,Mahindra TUV 300 T4 Plus,650000,60000,Diesel,Individual,Manual,First Owner
2014,Hyundai Grand i10 Asta,450000,80000,Petrol,Individual,Manual,Second Owner
2017,Mahindra Bolero Power Plus Plus AC BSIV PS,600000,40000,Diesel,Individual,Manual,First Owner
2012,Mahindra XUV500 W8 4WD,620000,80000,Diesel,Individual,Manual,Second Owner
2014,Ford Ecosport 1.5 DV5 MT Titanium,600000,30000,Diesel,Individual,Manual,First Owner
2018,Mahindra Bolero Power Plus ZLX,795000,35000,Diesel,Individual,Manual,First Owner
2011,Tata Winger Deluxe - Hi Roof (AC),300000,180000,Diesel,Individual,Manual,Third Owner
2015,Renault Lodgy 85PS RxL,495000,60000,Diesel,Individual,Manual,First Owner
2013,Audi A4 3.0 TDI Quattro,1580000,86000,Diesel,Dealer,Automatic,First Owner
2015,Audi Q3 2.0 TDI Quattro Premium Plus,1750000,127643,Diesel,Dealer,Automatic,First Owner
2018,Tata Hexa XTA,1350000,34000,Diesel,Individual,Automatic,First Owner
2014,Mahindra Xylo D4,350000,145000,Diesel,Individual,Manual,First Owner
2018,Datsun RediGO AMT 1.0 S,300000,25000,Petrol,Individual,Automatic,First Owner
2018,Tata Zest Revotron 1.2T XMS,400000,54000,Petrol,Dealer,Manual,Second Owner
2014,Audi A6 2.0 TDI  Design Edition,1750000,102354,Diesel,Dealer,Automatic,First Owner
2018,Nissan Sunny XL D,500000,70000,Diesel,Individual,Manual,First Owner
2017,Audi Q3 35 TDI Quattro Technology,2575000,36000,Diesel,Dealer,Automatic,First Owner
2014,Honda Brio VX,345000,58000,Petrol,Dealer,Manual,First Owner
2013,Tata Indigo CR4,220000,100000,Diesel,Individual,Manual,First Owner
2014,Audi Q5 2.0 TFSI Quattro Premium Plus,1850000,62237,Petrol,Dealer,Automatic,First Owner
2005,Hyundai Santro Xing XL eRLX Euro III,114999,90000,Petrol,Dealer,Manual,Second Owner
2017,Honda Jazz Select Edition,585000,14000,Petrol,Dealer,Manual,First Owner
2018,Ford EcoSport 1.5 TDCi Titanium BSIV,950000,21394,Diesel,Dealer,Manual,First Owner
2017,Hyundai Creta 1.6 SX Automatic,1035000,23000,Petrol,Dealer,Automatic,First Owner
2015,Datsun GO T Petrol,310000,32686,Petrol,Dealer,Manual,First Owner
2017,Mahindra Xylo D4,600000,99700,Diesel,Individual,Manual,First Owner
2019,Toyota Fortuner 2.8 4WD AT BSIV,3100000,5000,Diesel,Individual,Automatic,First Owner
2014,Honda City i-DTEC SV,650000,49654,Diesel,Dealer,Manual,First Owner
2016,Hyundai Grand i10 Asta,550000,45457,Petrol,Dealer,Manual,First Owner
2017,Hyundai Creta 1.6 CRDi SX,1260000,39221,Diesel,Dealer,Manual,First Owner
2016,Hyundai i20 Sportz 1.2,660000,48220,Petrol,Dealer,Manual,First Owner
2017,Hyundai i20 Sportz 1.2,700000,11114,Petrol,Dealer,Manual,First Owner
2008,Hyundai Getz 1.5 CRDi GVS,235000,60208,Diesel,Dealer,Manual,First Owner
2013,Volkswagen Vento 1.5 TDI Highline,475000,80000,Diesel,Dealer,Manual,First Owner
2008,Mercedes-Benz E-Class 280 CDI Elegance,795000,98600,Diesel,Dealer,Automatic,First Owner
2016,Audi RS7 2015-2019 Sportback Performance,8900000,13000,Petrol,Dealer,Automatic,First Owner
2015,Audi Q5 3.0 TDI Quattro Technology,3200000,30000,Diesel,Dealer,Automatic,First Owner
2019,MG Hector Smart AT,1860000,18000,Petrol,Dealer,Automatic,First Owner
2010,Land Rover Range Rover 4.4 Diesel LWB Vogue SE,4200000,100000,Diesel,Dealer,Automatic,First Owner
2015,Honda City VX CVT,850000,58000,Petrol,Dealer,Automatic,First Owner
2017,Mahindra Xylo D4,585000,85441,Diesel,Dealer,Manual,First Owner
2015,Mahindra Verito 1.5 D4 BSIV,380000,64541,Diesel,Dealer,Manual,First Owner
2017,Nissan Micra Active XV,434999,16267,Petrol,Dealer,Manual,First Owner
2013,Volkswagen Vento 1.5 TDI Highline,525000,71500,Diesel,Dealer,Manual,First Owner
2019,BMW 5 Series 520d Luxury Line,4800000,12999,Diesel,Dealer,Automatic,First Owner
2008,Chevrolet Aveo U-VA 1.2 LS,160000,80000,Petrol,Individual,Manual,First Owner
2012,Chevrolet Spark 1.0 LT,125000,28000,Petrol,Individual,Manual,First Owner
2015,Mahindra Bolero Power Plus Plus AC BSIV PS,430000,200000,Diesel,Individual,Manual,First Owner
2017,Hyundai Creta 1.6 VTVT S,900000,14700,Petrol,Individual,Manual,First Owner
2009,Hyundai Santro Xing XS,150000,100000,Petrol,Individual,Manual,Second Owner
2019,Volkswagen Polo GT 1.0 TSI,950000,24000,Petrol,Individual,Automatic,First Owner
2013,Tata Indigo CR4,220000,100000,Diesel,Individual,Manual,First Owner
2007,Hyundai Getz GLX,110000,90000,Petrol,Individual,Manual,First Owner
2015,Tata Bolt Revotron XM,375000,30000,Petrol,Individual,Manual,First Owner
2017,Datsun GO Plus T Option,350000,80000,Petrol,Individual,Manual,First Owner
2012,Hyundai i20 Magna 1.4 CRDi (Diesel),310000,92686,Diesel,Dealer,Manual,Second Owner
2010,Tata Indica GLS BS IV,90000,300000,Petrol,Individual,Manual,Third Owner
2011,Volkswagen Vento Petrol Highline,350000,90000,Petrol,Individual,Manual,Second Owner
2003,Hyundai Santro LS zipPlus,100000,60000,Petrol,Individual,Manual,First Owner
2017,Mahindra XUV500 AT W6 2WD,1300000,40000,Diesel,Individual,Automatic,First Owner
2013,Chevrolet Sail Hatchback LT ABS,225000,80000,Diesel,Individual,Manual,First Owner
2002,Honda City 1.3 EXI,145000,100000,Petrol,Individual,Manual,First Owner
2018,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,930000,20000,Diesel,Individual,Manual,First Owner
2014,Hyundai EON Era Plus Sports Edition,280000,55000,Petrol,Individual,Manual,First Owner
2018,Hyundai EON Magna Plus,360000,6000,Petrol,Individual,Manual,First Owner
2017,Skoda Rapid 1.6 MPI AT Ambition BSIV,900000,15000,Petrol,Individual,Automatic,First Owner
2005,Ambassador CLASSIC 1500 DSL AC,120000,50000,Diesel,Individual,Manual,Second Owner
2010,Fiat Linea T Jet Emotion,215000,90000,Petrol,Individual,Manual,Second Owner
2013,Renault Scala Diesel RxL,550000,38500,Diesel,Individual,Manual,First Owner
2018,Tata Nexon 1.2 Revotron XZ Plus Dual Tone,775000,35000,Petrol,Individual,Manual,First Owner
2012,Toyota Innova 2.5 VX 8 STR,800000,108731,Diesel,Individual,Manual,First Owner
2010,Toyota Innova 2.5 EV Diesel MS 7 Str BSIII,400000,120000,Diesel,Individual,Manual,First Owner
2016,Tata Sumo Gold EX BSIII,500000,60000,Diesel,Individual,Manual,First Owner
2007,Mahindra Renault Logan 1.5 DLX Diesel,150000,90000,Diesel,Individual,Manual,Third Owner
2014,Toyota Etios GD,500000,140000,Diesel,Individual,Manual,Second Owner
2014,Hyundai EON Magna Plus,320000,80000,Petrol,Individual,Manual,First Owner
2013,Nissan Micra Diesel XV,300000,90000,Diesel,Individual,Manual,First Owner
2017,Renault Lodgy Stepway 85PS RXZ 8S,650000,40000,Diesel,Individual,Manual,First Owner
2012,Tata Aria Pleasure 4x2,360000,70000,Diesel,Individual,Manual,Second Owner
2009,Honda Accord 2.4 MT,450000,55000,Petrol,Individual,Manual,Second Owner
2011,Chevrolet Cruze LT,350000,74000,Diesel,Individual,Manual,Second Owner
2020,Ford Figo Aspire 1.5 TDCi Titanium,530000,45000,Diesel,Dealer,Manual,First Owner
2017,Honda City i-DTEC ZX,1025000,38000,Diesel,Dealer,Manual,First Owner
2017,Honda BR-V i-DTEC VX MT,950000,24000,Diesel,Dealer,Manual,First Owner
2017,Honda WR-V i-VTEC VX,725000,29976,Petrol,Dealer,Manual,First Owner
2017,Honda City i VTEC VX,919999,41000,Petrol,Dealer,Manual,First Owner
2018,Honda Jazz 1.5 V i DTEC,700000,15000,Diesel,Dealer,Manual,First Owner
2017,Honda Jazz 1.5 VX i DTEC,725000,36000,Diesel,Dealer,Manual,First Owner
2017,Honda BR-V i-VTEC VX MT,840000,30646,Petrol,Dealer,Manual,First Owner
2014,Honda City i DTEC SV,665000,71318,Diesel,Dealer,Manual,First Owner
2014,Hyundai EON Era Plus,225000,30000,Petrol,Individual,Manual,First Owner
2012,Hyundai i10 Era,229999,45000,Petrol,Individual,Manual,Second Owner
2008,Hyundai Santro Xing GL,145000,67000,Petrol,Individual,Manual,First Owner
2018,Ford Figo Aspire Facelift,624000,14681,Diesel,Dealer,Manual,First Owner
2015,Hyundai Verna 1.4 VTVT,500000,25000,Petrol,Individual,Manual,First Owner
2017,Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,750000,18054,Petrol,Dealer,Manual,First Owner
2015,Honda City i DTEC VX,785000,40000,Diesel,Individual,Manual,First Owner
2011,Hyundai i10 Sportz,225000,30000,Petrol,Individual,Manual,First Owner
2017,Hyundai Xcent 1.1 CRDi Base,300000,80000,Diesel,Individual,Manual,First Owner
2016,Hyundai i20 Asta 1.4 CRDi,680000,20000,Diesel,Individual,Manual,First Owner
2016,Mahindra TUV 300 T8,700000,40000,Diesel,Individual,Manual,First Owner
2011,Tata Indigo CS eLS BS IV,180000,120000,Diesel,Individual,Manual,First Owner
2008,Ford Fiesta 1.4 SXi TDCi ABS,270000,120000,Diesel,Individual,Manual,Second Owner
2018,Mahindra Xylo H8 ABS with Airbags,1100000,70000,Diesel,Individual,Manual,First Owner
2004,Hyundai Accent CRDi,120000,120000,Diesel,Individual,Manual,Second Owner
2013,Skoda Rapid 1.6 TDI PRESTIGE,430000,88000,Diesel,Individual,Manual,Second Owner
2014,Hyundai Santro Xing GLS,320000,54350,Petrol,Dealer,Manual,First Owner
2014,Renault Duster 85PS Diesel RxE,550000,58231,Diesel,Dealer,Manual,First Owner
2013,Renault Duster 110PS Diesel RxZ,509999,88473,Diesel,Dealer,Manual,First Owner
2013,Honda City S,450000,96987,Petrol,Dealer,Manual,First Owner
2016,Mercedes-Benz GLS 2016-2020 350d 4MATIC,5500000,77350,Diesel,Dealer,Automatic,First Owner
2009,Mahindra Xylo E6,400000,68350,Diesel,Dealer,Manual,First Owner
2015,Ford EcoSport 1.5 TDCi Titanium BSIV,585000,81150,Diesel,Dealer,Manual,First Owner
2019,Hyundai Grand i10 1.2 Kappa Asta,500000,30000,Petrol,Individual,Manual,First Owner
2012,Ford Figo Diesel Titanium,175000,180000,Diesel,Individual,Manual,First Owner
2007,Fiat Palio 1.2 Sport,125000,50000,Petrol,Individual,Manual,Second Owner
2010,Tata Manza Aqua Quadrajet BS IV,165000,80000,Diesel,Individual,Manual,First Owner
2011,Mahindra Verito 1.5 D2 BSIII,150000,280000,Diesel,Individual,Manual,First Owner
2015,Hyundai Creta 1.6 CRDi SX Option,1025000,90000,Diesel,Individual,Manual,Second Owner
2014,Toyota Innova 2.5 VX (Diesel) 8 Seater,1030000,250000,Diesel,Individual,Manual,Second Owner
2012,Chevrolet Cruze LT,380000,90000,Diesel,Individual,Manual,Fourth & Above Owner
2016,Fiat Punto EVO 1.3 Dynamic,500000,35000,Diesel,Individual,Manual,First Owner
2018,Hyundai EON Era Plus,350000,15000,Petrol,Individual,Manual,First Owner
2009,Volkswagen Jetta 1.9 TDI Trendline,940000,140000,Diesel,Individual,Manual,First Owner
2016,Chevrolet Beat LS,250000,70000,Petrol,Individual,Manual,Third Owner
2012,Ford Figo Diesel ZXI,290000,125000,Diesel,Individual,Manual,Second Owner
2010,Tata Indica GLS BS IV,75000,300000,Petrol,Individual,Manual,Third Owner
2015,Mahindra XUV500 W8 2WD,1000000,120000,Diesel,Individual,Manual,Second Owner
2015,Hyundai i20 Asta 1.4 CRDi,550000,87000,Diesel,Individual,Manual,First Owner
2010,Fiat Punto 1.3 Emotion,285000,75000,Diesel,Individual,Manual,Third Owner
2014,Tata Indigo Grand Petrol,240000,60000,Petrol,Individual,Manual,Second Owner
2015,Hyundai Creta 1.6 VTVT S,850000,25000,Petrol,Individual,Manual,First Owner
2016,Hyundai i20 Active 1.2 SX,650000,26000,Petrol,Individual,Manual,First Owner
2016,Hyundai i20 Active 1.2 SX,650000,26000,Petrol,Individual,Manual,First Owner
2015,Chevrolet Sail 1.2 Base,260000,35000,Petrol,Individual,Manual,First Owner
2014,Tata Indigo Grand Petrol,250000,100000,Petrol,Individual,Manual,First Owner
2007,Tata New Safari 4X2,550000,80000,Petrol,Individual,Manual,Second Owner
2013,Chevrolet Sail Hatchback LT ABS,225000,80000,Diesel,Individual,Manual,First Owner
